nome,price,desc,ano,fotos,km
Hyundai Hb20s - 2016,0,97.484 km | Câmbio: manual | Flex,2016,8,97484
(DF) Citroen C4 Lounge Tendance 2014 Completo - 2014,0,0 km | Câmbio: manual | Flex,2014,6,0
% Tracker Valeria 12 988785046 - 2014,58900,75.000 km,2014,3,0
F*R Renegade Sport 1.8 Completo - 2016 - 2016,0,100.000 km | Câmbio: automático | Flex,2016,6,100000
+Renault Duster - 2014,0,0 km | Câmbio: automático | Flex,2014,3,0
Astra advantag completo 2010 - 2010,24900,160.000 km | Câmbio: manual | Flex,2010,12,160000
Ford Ranger - 2013,0,118.000 km | Câmbio: manual | Flex,2013,1,118000
Ranger limited flex 2013 - 2013,69000,120 km | Câmbio: manual | Flex,2013,3,120
C 3 Picasso 1.6 Automático - 2013,35900,87.523 km | Câmbio: automático | Flex,2013,6,87523
Vw - Volkswagen Up! - 2016,41000,45.735 km | Câmbio: manual | Flex,2016,10,45735
"Impecável, Baixa Quilometragem, Carro em Excelente Estado!!! Fiat 500 Cult Dual - 2012",32950,47.000 km | Câmbio: automático | Flex,2012,7,47000
Vendo C3 - 2011,19000,140 km | Câmbio: manual | Flex,2011,6,140
Sandero 2014 - 2014,30000,70.000 km | Câmbio: manual | Flex,2014,6,70000
Escort SW GLX 1997 Completa Abaixo da Tabela! - 1997,7200,168.000 km | Câmbio: manual | Gasolina,1997,4,168000
Cross Fox - 2011,32000,71.572 km | Câmbio: manual | Flex,2011,0,71572
"Mitsubishi Pajero Tr4 2.0 Flex "" Sem detalhes "" - - 2009",0,0 km | Câmbio: automático | Flex,2009,9,0
CHEVROLET PRISMA 2016/2017 1.4 MPFI LTZ 8V FLEX 4P AUTOMATICO - 2017,54411,85.129 km | Câmbio: automático | Flex,2017,0,85129
,0,,0,0,0
Corsa Classic 1.0 2011 - 2011,17900,120.000 km | Câmbio: manual | Flex,2011,6,120000
Voyage 1.6 2013 - 2013,31900,68.000 km | Câmbio: manual | Flex,2013,3,68000
Renault Duster 1.6 dynamique - 2018,62900,41.619 km | Câmbio: manual | Flex,2018,6,41619
Vw - Volkswagen Fox - 2014,33000,48.600 km | Câmbio: manual | Flex,2014,10,48600
Ford Focus 1.8 hatch - 2001,12900,177.990 km | Câmbio: manual | Gasolina,2001,6,177990
TH - Honda Fit EXL 1.5 Automático - 2015,0,70.000 km | Câmbio: automático | Flex,2015,7,70000
S10 2.4 Cabine Dupla Parcelas de 499 reais - 2827 - 2003,27900,100 km | Câmbio: manual | Gasolina,2003,7,100
Ecosport 1.6 Freestyle Completa - 2012,33900,101.000 km | Câmbio: manual | Flex,2012,8,101000
G- Ford Fiesta 2008 - 2008,19900,214.000 km | Câmbio: manual | Flex,2008,3,214000
Gm - Chevrolet Astra - 2011,27900,139.000 km | Câmbio: manual | Flex,2011,19,139000
Blazer V6 - 1998,11000,316.000 km | Câmbio: manual | Gasolina,1998,1,316000
Meriva maxx 1.8 8v - 2005,14000,198 km | Câmbio: manual | Flex,2005,4,198
,0,,0,0,0
Ix35 2.0 Automático - 2011,53900,133.900 km | Câmbio: automático | Gasolina,2011,6,133900
Renault Logan - 2013,25000,67.000 km | Câmbio: manual | Flex,2013,7,67000
Gm - Chevrolet Meriva - 2011,23500,71.000 km | Câmbio: automático | Flex,2011,13,71000
Ford ka 2018 baixo km pego seu veículo na troca - 2018,41900,36.055 km | Câmbio: manual | Flex,2018,5,36055
Palio - 2001,7000,111.111 km | Câmbio: manual | Gasolina,2001,4,111111
Ka se 2015 1.0 completo hatchback - 2015,32900,63.000 km | Câmbio: manual | Flex,2015,6,63000
Ford Focus SE 1.6/ Baixo KM/ Nova serie! - 2014,45890,68.000 km | Câmbio: manual | Flex,2014,12,68000
Renault Fluence 2.0 Privilege Com Teto Solar - 2013,44900,85.000 km | Câmbio: automático | Flex,2013,5,85000
,0,,0,0,0
Honda City LX Automático 2010 Preto - 4969 - 2010,36900,167.000 km | Câmbio: automático | Flex,2010,12,167000
Honda Fit 2010 automático - 2010,0,90 km | Câmbio: automático | Flex,2010,4,90
TOYOTA  ETIOS 1.5 PLATINUM SEDAN 16V 2016 - 2017,52990,42.912 km | Câmbio: automático | Flex,2017,9,42912
Gm - Chevrolet Classic - 2011,22900,132.000 km | Câmbio: manual | Flex,2011,11,132000
DFSJC/ Vw Volkswagen Amarok Highline 2.0 4x4 2016 - 2016,0,80.000 km | Câmbio: automático | Flex,2016,0,80000
Vw - Volkswagen Fox - 2015,33990,120.000 km | Câmbio: manual | Flex,2015,10,120000
Gm - Chevrolet Agile ltz 1.4 easytronic top de linha - 2014,31900,56.000 km | Câmbio: automático | Flex,2014,20,56000
Gm - Chevrolet Agile Raridade! - 2014,34900,56.044 km | Câmbio: semi-automático | Flex,2014,20,56044
Hyundai IX35 2016 | Impecavel - 2016,75900,80.000 km | Câmbio: automático,2016,5,80000
!Nissan Versa 1.6 SV 2018 - completo - controle no volante - baixo km - 2018,0,35 km,2018,8,0
,0,,0,0,0
RENAULT SANDERO 2017/2018 1.0 12V SCE FLEX AUTHENTIQUE MANUAL - 2018,34290,42.064 km | Câmbio: manual | Flex,2018,7,42064
;man HB20 Comfort 1.0 2017 - 2017,0,30.000 km | Câmbio: manual | Flex,2017,5,30000
G\ Chevrolet Cobalt Único Dono!! - 2018,0,34.000 km,2018,4,0
CHEVROLET CORSA 2009/2009 1.4 MPFI PREMIUM SEDAN 8V FLEX 4P MANUAL - 2009,16900,138.555 km | Câmbio: manual | Flex,2009,5,138555
Hyundai Sonata 2012 Completo - 130 mil Km - 2012,55000,130.000 km | Câmbio: automático | Flex,2012,8,130000
TH - Abaixo da Tabela - Ford Fusion Titanium 2.0 Automático - Top de linha - Unico dono - 2016,101000,40.000 km | Câmbio: automático | Flex,2016,8,40000
Fiat Uno $$ Uno Vivace 1.0 8V (Flex) 4p - 2014,0,0 km | Câmbio: manual,2014,3,0
Logan expression 1.6 flex 2017 - 5952 - 2017,39900,41.000 km | Câmbio: manual | Flex,2017,14,41000
Uno Mille 1.0 2008 Básico 4 portas - 2008,13900,294.000 km | Câmbio: manual | Flex,2008,12,294000
Hyundai Hb20X 2016 Aceito Carro e Moto - 2016,51900,78 km | Câmbio: automático | Flex,2016,6,78
% Renault Logan 12 988785046 Valeria - 2018,41900,41 km,2018,2,0
Chevrolet Equinox 2.0 16v Turbo Premier Awd - 2018,144990,15.000 km | Câmbio: automático | Gasolina,2018,9,15000
GM Meriva 1.8 2010 Automático - 2010,22890,1 km | Câmbio: automático | Flex,2010,11,1
DODGE JOURNEY 2009/2009 2.7 SXT V6 GASOLINA 4P AUTOMÁTICO - 2009,37890,85.000 km | Câmbio: automático | Gasolina,2009,8,85000
FIAT SIENA 2013/2014 1.4 MPI EL 8V FLEX 4P MANUAL - 2014,27500,96.438 km | Câmbio: manual | Flex,2014,11,96438
Renault Sandero 1.6 Completo 2011 - 2011,23900,173.000 km | Câmbio: manual | Flex,2011,10,173000
Citroen C3 Exclusive 1.4 Completo - 2012,25900,100 km | Câmbio: manual | Flex,2012,5,100
HONDA FIT 2012/2013 1.4 DX 16V FLEX 4P MANUAL - 2013,36900,157.000 km | Câmbio: manual | Flex,2013,12,157000
FORD FIESTA 2017/2017 1.6 TITANIUM SEDAN 16V FLEX 4P POWERSHIFT - 2017,61900,15.600 km | Câmbio: automático | Flex,2017,8,15600
VOLKSWAGEN VOYAGE 1.6 MSI TOTALFLEX COMFORTLINE 4P MANUAL - 2018,47100,35.026 km | Câmbio: manual | Flex,2018,8,35026
,0,,0,0,0
F*R EcoSport XLT 2009 Aut - 2009,0,1 km | Câmbio: automático | Flex,2009,3,1
Aircross exclusive 1.6 Abaixo da tabela - 2013,36900,83.000 km | Câmbio: manual | Flex,2013,12,83000
Ford Focus Hatch Glx 1.6 2011 Completo - 2011,28900,200.000 km | Câmbio: manual | Flex,2011,12,200000
"Punto 1.6 Dualogic , abaixo da tabela , aceitamos trocas ! - 2013",30900,122.000 km | Câmbio: semi-automático | Flex,2013,10,122000
Hyundai Hb20s Comfort Plus 1.6 16V Flex Mec. 2015 - 2015,39900,84.000 km | Câmbio: manual | Flex,2015,10,84000
VOLVO S60 2.0 T5 MOMENTUM 16V TURBO GASOLINA 4P AUTOMÁTICO - 2016,94890,32.856 km | Câmbio: automático | Gasolina,2016,9,32856
(DF) Peugeot 2008 Allure 1.6 2017 Completo Central Multimidia - 2017,0,0 km | Câmbio: automático | Flex,2017,6,0
Chevrolet Onix 1.0 2018 com apenas 25.203 KM rodado! Praticamente ZERO!! - 2018,0,25.203 km | Câmbio: manual | Flex,2018,9,25203
Fiat Gran Siena 1.6 top 2013 - 2013,29900,78.000 km | Câmbio: manual | Flex,2013,6,78000
VOLKSWAGEN GOLF 2014/2014 2.0 TSI GTI 16V TURBO GASOLINA 4P AUTOMÁTICO - 2014,74990,111.400 km | Câmbio: automático | Gasolina,2014,8,111400
Ford Fiesta 1.0 2010 Completo 2 Dona Bx.km - 2010,20900,92.000 km | Câmbio: manual | Flex,2010,14,92000
NISSAN SENTRA 2.0 SV 16V FLEXSTART 4P AUTOMÁTICO - 2017,66890,38.450 km | Câmbio: automático | Flex,2017,8,38450
,0,,0,0,0
GM Meriva CD 1.8 8v 2003 ABX. Tabela - 2003,15900,178.000 km | Câmbio: manual | Gasolina,2003,9,178000
FIAT DOBLÒ 2017/2018 1.8 MPI ESSENCE 7L 16V FLEX 4P MANUAL - 2018,59900,36.569 km | Câmbio: manual | Flex,2018,0,36569
Cruze LT 1.8 - 2013,47900,1 km | Câmbio: manual | Flex,2013,8,1
FORD KA 2018/2018 1.5 SE PLUS 16V FLEX 4P MANUAL - 2018,43900,45.516 km | Câmbio: manual | Flex,2018,12,45516
GN - Gol G5 1.0 2013 - 2013,0,106.000 km | Câmbio: manual | Flex,2013,5,106000
R GM ONIX JOY 2018 IMPECÁVEL ótima cotação para UBER/99POP - 2014,0,45 km | Câmbio: manual | Flex,2014,6,45
CHEVROLET CRUZE 2013/2014 1.8 LT SPORT6 16V FLEX 4P AUTOMATICO - 2014,46000,97.602 km | Câmbio: automático | Flex,2014,0,97602
"$$Ford Ka, Raridade , grande oferta - 2015",0,80.000 km | Câmbio: manual | Flex,2015,4,80000
,0,,0,0,0
Ford Fiesta 1.6 se hatch 16v flex 4p manual - 2017,43890,25.181 km | Câmbio: manual | Flex,2017,12,25181
Grand Vitara 2011 Top Vendo / Troco / Financio - 2011,38900,1 km | Câmbio: automático | Gasolina,2011,11,1
RENAULT DUSTER 1.6 DYNAMIQUE 4X2 16V FLEX 4P MANUAL 2013 - 2013,41890,89.100 km | Câmbio: manual | Flex,2013,10,89100
MITSUBISHI OUTLANDER 2012/2013 3.0 GT 4X4 V6 24V GASOLINA 4P AUTOMÁTICO - 2013,52990,129.000 km | Câmbio: automático | Gasolina,2013,4,129000
Peugeot 207 - 2010,20900,131.000 km | Câmbio: manual | Flex,2010,13,131000
CHEVROLET MONTANA 2016/2017 1.4 MPFI LS CS 8V FLEX 2P MANUAL - 2017,34900,22.672 km | Câmbio: manual | Flex,2017,8,22672
Honda Civic LXL / Lindo - 2011,39500,0 km | Câmbio: manual | Flex,2011,19,0
Classic Ls 1.0 - Ótimo estado de conservação! - 2008,15900,151.000 km | Câmbio: manual | Flex,2008,6,151000
Mini Cooper S - 2013,62900,70.000 km | Câmbio: automático | Gasolina,2013,11,70000
Peugeot 408 - 2012,29900,103.000 km | Câmbio: manual | Flex,2012,5,103000
,0,,0,0,0
AUDI Q3 2016/2017 1.4 TFSI AMBITION GASOLINA 4P S TRONIC - 2017,105990,46.783 km | Câmbio: automático | Gasolina,2017,13,46783
CHEVROLET SPIN 2017/2018 1.8 LTZ 8V FLEX 4P AUTOMÁTICO - 2018,61300,40.687 km | Câmbio: automático | Flex,2018,8,40687
Corolla altis 2011 - 2011,52900,37.000 km | Câmbio: automático | Flex,2011,20,37000
;Renault Duster - Baixo KM - Impecável - Sem detalhes - 2012,0,0 km | Câmbio: manual | Flex,2012,6,0
Chevrolet Onix 2018 1.0 completinho!! Sensacional - 2018,0,37.754 km | Câmbio: manual | Flex,2018,8,37754
Gm - Chevrolet Prisma - 2015,37900,55.000 km | Câmbio: manual | Flex,2015,6,55000
CHEVROLET SPIN 1.8 LT 8V FLEX 4P MANUAL - 2014,38498,75.357 km | Câmbio: manual | Flex,2014,9,75357
Gm - Chevrolet Spin 2014 LT 1.8 AT - Completa - 2014,39900,0 km | Câmbio: automático | Flex,2014,4,0
Fiat Uno Vivace Sem entrada parcelas de 599 reais - 7763 - 2012,19900,77.000 km | Câmbio: manual | Flex,2012,7,77000
Volkswagen Fox 1.0 mi Trend 8v - 2012,26490,70.500 km | Câmbio: manual | Flex,2012,11,70500
Lindo Fiesta 1.6 completo - 2009,20900,135.000 km | Câmbio: manual | Flex,2009,15,135000
Bmw X6 - 2014,0,0 km | Câmbio: automático | Gasolina,2014,4,0
Tucson 2.0 GLS Automática - 2015,48900,71.000 km | Câmbio: automático | Flex,2015,6,71000
VOLKSWAGEN FOX 2015/2016 1.6 MSI COMFORTLINE 8V FLEX 4P MANUAL - 2016,38990,70.000 km | Câmbio: manual | Flex,2016,7,70000
F*R 307 Peugeot presence manual - 2011,0,103 km | Câmbio: manual | Flex,2011,8,103
"Honda Fit ,Raridade em perfeito estado , falar com Washington - 2013",0,118.000 km | Câmbio: manual | Flex,2013,8,118000
Renault Sandero Stepway - 2016,46990,65.000 km | Câmbio: manual | Flex,2016,7,65000
Tucson 2.0 16V Flex Aut. Chav Reserva - 2015,53900,76.612 km | Câmbio: automático | Flex,2015,12,76612
AUDI A4 2017/2018 2.0 TFSI ATTRACTION GASOLINA 4P S TRONIC - 2018,117890,35.120 km | Câmbio: automático | Gasolina,2018,12,35120
TOYOTA  COROLLA 1.8 XEI 16V FLEX 4P 2009 - 2010,37800,157.000 km | Câmbio: manual | Flex,2010,7,157000
,0,,0,0,0
(DF) Peugeot 208 Griffe C/ Teto Panorâmico e Central Multimídia - 2014,0,127.000 km | Flex,2014,4,127000
Fox 1.6 2016 rock in rio - 2016,39900,63.000 km | Câmbio: manual | Flex,2016,13,63000
"Fiesta 1.6 Completo, Top da categoria! - 2008",18900,1 km,2008,5,0
Peugeot 207 XS PASSION 1.4 2011 - 2011,21900,92.800 km | Câmbio: manual | Flex,2011,6,92800
Ford Fiesta - 2008,16900,0 km | Câmbio: manual | Flex,2008,3,0
Vw Voyage 2015 Higline 1.6 - 2015,35900,62.000 km | Câmbio: manual | Flex,2015,6,62000
Celta 1.0 2013 - 2013,22900,79.000 km | Câmbio: manual | Flex,2013,6,79000
Cruze - 2012,43900,115 km | Câmbio: automático,2012,4,115
; man Peugeot 208 Active 2018 - 2018,0,33.000 km | Câmbio: manual | Flex,2018,4,33000
BMW 320i 2014/2015 2.0 16V TURBO ACTIVE FLEX 4P AUTOMÁTICO - 2015,93000,42.953 km | Câmbio: automático | Flex,2015,8,42953
Chevrolet Cruze LT 2015 Impecável !!! - 2015,56900,55.000 km | Câmbio: automático | Flex,2015,7,55000
CHEVROLET PRISMA LT 1.0 8V FLEXPOWER 4P 2015 - 2015,36900,64.000 km | Câmbio: manual | Flex,2015,0,64000
,0,,0,0,0
Vw - Volkswagen Fox 1.6 GII Completo 2012 - Veiculo bom e Barato - 2012,28900,102.000 km | Câmbio: manual | Flex,2012,11,102000
Gm - Chevrolet Corsa Sedan Premium 1.4 8v c/ DH/VE/TE/Alarme (Financia) - 2008,19500,121.000 km | Câmbio: manual | Flex,2008,17,121000
FIAT SIENA EL 1.4 FLEX 2014 - 2014,30900,90.000 km | Câmbio: manual | Flex,2014,9,90000
"Ford Fiesta sedan 1.0, cor preto, completo menos direção, flex - 2005",13500,0 km | Câmbio: manual | Gasolina,2005,10,0
"R Fiat Fiorino 1.4 Completa ""sem detalhes , Impecavel"" - 2017",0,32 km | Câmbio: automático | Flex,2017,8,32
"MARCH SL 1.6 CINZA - REVISADO, 2°DONO - (IMPERDÍVEL - Valor para hoje 15/05) - 2015",32900,61.800 km | Câmbio: manual | Flex,2015,6,61800
Ford Ecosport - 2014,45600,55.000 km | Câmbio: automático | Flex,2014,6,55000
GN - Honda Civic 1.8 LXS 2013 Automático - 2013,0,81.000 km | Câmbio: automático | Flex,2013,6,81000
,0,,0,0,0
FIAT FREEMONT 2012/2012 2.4 EMOTION 16V GASOLINA 4P AUTOMÁTICO - 2012,49900,106.000 km | Câmbio: automático | Gasolina,2012,14,106000
Hoggar 1.4 completo ano 2014 - 2014,22900,138 km | Câmbio: manual | Flex,2014,5,138
Corolla gli 2013 automático (aceito trocas ) - 2013,47000,100 km | Câmbio: automático | Flex,2013,7,100
Peugeot 208 active 1.5 flex completo 2014 - shopping jk - 7835 - 2014,34900,1 km | Câmbio: manual | Flex,2014,9,1
Especial ! ecosport 2.0 automatica feita pra voce super file - 2014,51900,106.000 km | Câmbio: automático | Flex,2014,6,106000
RENAULT  DUSTER 1.6 DYNAMIQUE 4X2 16V 2012 - 2013,35900,156.000 km | Câmbio: manual | Flex,2013,7,156000
Hyundai I30 Automatico/ Nova Serie! - 2015,59900,71.000 km | Câmbio: automático | Gasolina,2015,11,71000
G- Gm - Chevrolet Meriva 2011 1.4 Maxx EconoFlex - 2011,5000,166.000 km | Câmbio: manual | Flex,2011,14,166000
DR- PEUGEOT 2008 Griffe 1.6 turbo 2016 - 2007,0,60.000 km | Câmbio: automático | Flex,2007,7,60000
Gm - Chevrolet Classic - 2011,18990,130.000 km | Câmbio: manual | Flex,2011,6,130000
,0,,0,0,0
Fusion Titanium AWD com Teto 2013 - 2013,73900,75.000 km | Câmbio: automático | Gasolina,2013,11,75000
Toyota Etios Sedan X - 2016,48890,80.000 km | Câmbio: automático | Flex,2016,9,80000
Pajero tr4 2011 4x4 Mecanica - 2011,38900,116.000 km | Câmbio: manual | Flex,2011,6,116000
Nissan March 10s 2016 - 8266 - 2016,32900,84.000 km | Câmbio: manual | Flex,2016,10,84000
Onix lt 1.0 flex completo impecável pneus novos - 2016,36900,51.000 km | Câmbio: manual | Flex,2016,17,51000
Citroën c3 1.5 Attraction 8v - 2016,41900,63.333 km | Câmbio: manual | Flex,2016,8,63333
HYUNDAI TUCSON 2013/2014 2.0 MPFI GLS 16V 143CV 2WD FLEX 4P AUTOMATICO - 2014,44259,91.507 km | Câmbio: automático | Flex,2014,0,91507
R Logan 2017 MUITO econômico - 2017,0,0 km | Câmbio: manual | Flex,2017,3,0
VOLKSWAGEN POLO 2019/2019 1.0 200 TSI HIGHLINE AUTOMÁTICO - 2019,78900,Câmbio: automático | Flex,2019,16,0
"Volkswagen Fox GII 1.6 2015 completão, super conservado! - 2015",0,85.169 km | Câmbio: manual | Flex,2015,8,85169
F*R Renault Duster - Vários modelos - 2015,0,100.000 km | Câmbio: manual | Flex,2015,6,100000
+Fiat Uno - 2013,0,0 km | Câmbio: manual | Flex,2013,4,0
Chevrolet classic flex Mayumi Honda  - 2011,19900,204.602 km | Câmbio: manual | Gasolina,2011,4,204602
(DF) Toyota Etios X 1.3 2018 Completo - 2018,0,28.000 km | Câmbio: manual | Flex,2018,4,28000
Blazer executive 4.3 v6 - 1997,13000,159.062 km | Câmbio: automático | Gás Natural,1997,6,159062
Saveiro Trend 1.6 nova - 2014 - 2014,30000,45.000 km | Câmbio: manual | Flex,2014,9,45000
Gol G5 Trend/Flex - 2009,17900,127.000 km | Câmbio: manual | Flex,2009,5,127000
Gol CL 1.6 álcool 91/92 cinza - 1991,5600,1 km | Câmbio: manual | Álcool,1991,9,1
Peugeot 405 Raridade - 1994,2800,177.423 km | Câmbio: manual,1994,7,177423
Vw - Volkswagen Spacefox abaixo da tabela oportunidade - 2011,24900,215.000 km | Câmbio: manual | Flex,2011,5,215000
,0,,0,0,0
Zafira - 2003,18500,139.000 km | Câmbio: manual,2003,6,139000
VOLKSWAGEN GOL 2011/2012 1.0 MI 8V FLEX 4P MANUAL G.IV - 2012,21900,79.000 km | Câmbio: manual | Flex,2012,12,79000
VOLKSWAGEN UP 2014/2015 1.0 MPI TAKE UP 12V FLEX 2P MANUAL - 2015,24900,83.788 km | Câmbio: manual | Flex,2015,6,83788
Ford Focus Sedan  S 2.0 16V PowerShift (Aut) FLEX AUTOMÁTICO - 2014,48990,53.950 km | Câmbio: automático | Flex,2014,7,53950
Vendo HB 20S - 2015,40000,30.000 km | Câmbio: manual | Flex,2015,13,30000
Citroen/C3 GLX 14 FLEX - 2012,20900,105.000 km | Câmbio: manual | Flex,2012,0,105000
Honda city elx 2010/aceito troca - 2010,35000,110.000 km | Câmbio: automático | Flex,2010,1,110000
"Peugeot/207 SW XR 1.4 "" completa 110.000 km"" - 2009",19900,110.000 km | Câmbio: manual | Flex,2009,20,110000
""" Ford Fusion 12 991331916 - 2012",47900,130.000 km,2012,2,0
GN - BMW 320i 2.0 Turbo Active Flex 2014 - 2014,0,100.000 km,2014,6,0
Azera 3.3 V6 automático 2009 - 2009,28000,68.000 km | Câmbio: automático | Gasolina,2009,6,68000
G - Chevrolet Celta Super Econômico - 2009,14900,215.000 km | Câmbio: manual | Flex,2009,5,215000
,0,,0,0,0
Palio fire 1.0 - Abaixo da tabela - Barato!!! - 2008,11900,1 km | Câmbio: manual | Flex,2008,5,1
SpaceFox 2007 - 2007,20900,140.000 km | Câmbio: manual | Flex,2007,7,140000
Vw - Volkswagen Fox Completo + Multimidia - 2013,28800,130.000 km | Câmbio: manual | Flex,2013,3,130000
Aircross feel1.6 flex automático 16v 2016 - 2016,52900,111 km | Câmbio: automático | Flex,2016,10,111
/Toyota Corolla 1.8 SEG - Baixa KM - Impecável - 2007 - 2007,0,0 km,2007,20,0
"Celta 2003 abx da tabela parcelas 349,00 - 2003",9990,200.000 km | Câmbio: manual | Gasolina,2003,5,200000
TOYOTA COROLLA 2015/2016 2.0 XEI 16V FLEX 4P AUTOMÁTICO - 2016,71900,83.775 km | Câmbio: automático | Flex,2016,12,83775
Gm - Chevrolet S10 2.8 4x4 Aut. Diesel - 2017,127900,29.500 km | Câmbio: automático | Diesel,2017,11,29500
,0,,0,0,0
;man Ford KA hacth SE flex 2018 Completo impecável ! - 2018,0,100 km | Câmbio: manual | Flex,2018,5,100
New fiesta 1.6 2012 - 2012,30990,133.000 km | Câmbio: manual | Flex,2012,9,133000
Honda City Impecável - Único Dono - Oportunidade - 2015,57900,62.334 km | Câmbio: automático | Flex,2015,8,62334
Volkswagen Fox 1.0 mi Comfortline 8v - 2015,36990,60.500 km | Câmbio: manual | Flex,2015,8,60500
Citroen C4 Pallas - 2010,25900,104.531 km | Câmbio: manual | Flex,2010,8,104531
FORD KA 2018/2018 1.5 SIGMA FLEX SE MANUAL - 2018,40800,31.028 km | Câmbio: manual | Flex,2018,5,31028
Peugeot 206 Peugeot 206 206 Hatch. Presence 1.4 8V (flex) - 2008,12990,205.000 km | Câmbio: manual | Flex,2008,7,205000
COBALT LTZ 1.4 8V FLEXPOWER/ECONOFLEX 4P - 2016,47990,56.700 km | Câmbio: manual | Flex,2016,10,56700
PEUGEOT 208 2014/2015 1.5 ACTIVE 8V FLEX 4P MANUAL - 2015,37900,74.000 km | Câmbio: manual | Flex,2015,7,74000
VOLKSWAGEN VOYAGE 2018/2018 1.6 MSI TOTALFLEX TRENDLINE 4P MANUAL - 2018,42500,35.695 km | Câmbio: manual | Flex,2018,7,35695
,0,,0,0,0
Gm - Chevrolet Agile LTZ - AG Veículos - 2011,25900,1 km | Câmbio: manual | Flex,2011,6,1
VOLKSWAGEN POLO 1.0 MPI TOTAL FLEX MANUAL - 2019,55500,1 km | Câmbio: manual | Flex,2019,6,1
Zafira CD 2.0 2002 COMPLETA (7lugares) - 2002,14900,190.000 km | Gasolina,2002,3,190000
Volkswagen Crossfox 1.6 mi - 2011,31990,66.000 km | Câmbio: manual | Flex,2011,0,66000
Duster 1.6 Dynamique - 2015,43000,80.000 km | Câmbio: manual | Flex,2015,6,80000
Honda civic lx 1.7 / 2002 - 2002,17900,0 km | Câmbio: manual | Gasolina,2002,6,0
Fit lx 1.4 flex ano 2008 - 2008,24000,117.000 km | Câmbio: manual | Flex,2008,9,117000
"G- Corsa Hatch Premium 1.4 Direção, Vidro e Trava - 2009",19900,185.000 km | Câmbio: manual | Flex,2009,8,185000
Chrysler Grand Caravan - 1997,4000,230.658 km | Câmbio: automático | Gasolina,1997,16,230658
Cintroên c3 glx 1.4 flex / 2011 - 2011,21900,0 km | Câmbio: manual | Flex,2011,6,0
Chevrolet Onix 1.0 Mpfi lt 8v - 2018,40990,20.110 km | Câmbio: manual | Flex,2018,0,20110
Ford Ka - 2007,12900,148.000 km | Câmbio: manual | Gasolina,2007,12,148000
Toyota Etios Sedan X 1.5 - 2014,34900,110.000 km | Câmbio: manual | Flex,2014,8,110000
"SPIN LTZ 1.8 2013 Automática, Banco de couro, 7 lugares. Impecável! - 2013",41900,120.000 km | Câmbio: automático,2013,6,120000
RENAULT FLUENCE 2014/2014 2.0 DYNAMIQUE 16V FLEX 4P AUTOMATICO - 2014,35900,62.303 km | Câmbio: automático | Flex,2014,9,62303
R IX35 2012 102km rodados Impecável - 2012,0,0 km | Câmbio: automático | Flex,2012,5,0
